title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Excitation Dependent Nonconventional Afterglow for 6D Dynamic Encryptions,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73602?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-02 06:20:37+00:00,10.1002/adma.73602,Qian Zhao,,"ABSTRACT
                  Nonconventional luminescent materials without traditional aromatic chromophores have attracted significant research interest. However, achieving persistent luminescence under visible‐light excitation in those systems is inherently difficult. Herein, we report a simple and general strategy to develop intrinsic excitation‐dependent afterglow in aliphatic polyesters via hybridization with metaboric acid (MBA), in which the afterglow peak shifts from 431 to 540 nm upon tuning the excitation source from 254 to 405 nm, owing to the formation of clusters with varied sizes during the fabrication. Moreover, the afterglow emission color could be tuned from deep blue to red via triplet‐to‐singlet Förster resonance energy transfer (TS‐FRET) by doping with a commercial dye. These inorganic‐polymer composites could be fabricated into 3D artwares and multi‐mode anti‐counterfeiting labels. Leveraging the multicolor afterglow and spatial manipulation, a 6D dynamic encryption platform using a luminescent magic cube was demonstrated. This work not only provided a novel composite‐induced strategy for creating intrinsic excitation‐dependent afterglow from aliphatic polyesters but also successfully demonstrated their pioneering application in advanced information encryption.",crossref,,用于 6D 动态加密的激励相关的非常规余辉,"摘要
                  不含传统芳香族发色团的非常规发光材料引起了人们的广泛研究兴趣。然而，在这些系统中在可见光激发下实现持续发光本质上是困难的。在此，我们报告了一种简单而通用的策略，通过与偏硼酸 (MBA) 杂交来开发脂肪族聚酯中的内在激发依赖性余辉，其中，由于在制造过程中形成了不同尺寸的簇，因此在将激发源从 254 nm 调整到 405 nm 时，余辉峰从 431 nm 移动到 540 nm。此外，通过掺杂商业染料的三线态到单线态福斯特共振能量转移（TS-FRET），可以将余辉发射颜色从深蓝色调整为红色。这些无机聚合物复合材料可以制成3D艺术品和多模式防伪标签。利用多色余辉和空间操纵，展示了使用发光魔方的 6D 动态加密平台。这项工作不仅提供了一种新颖的复合诱导策略，用于从脂肪族聚酯中产生内在的激发依赖性余辉，而且还成功证明了它们在高级信息加密中的开创性应用。",,e5e59a288f617b22
Persistent trade-offs balance competition and colonization across centuries,https://www.pnas.org/doi/abs/10.1073/pnas.2534310123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2534310123,Hernán A. Burbano,,"Microbial competition drives rapid adaptation, often forcing organisms to specialize in new ecological niches. Adaptations that improve competitive ability can reduce performance in other environments creating trade-offs. Whether such trade-offs persist in nature—or are eroded as lineages adapt through compensatory changes—remains largely unknown. Here we show that a trade-off between competitive ability and host colonization has been stably maintained in natural
                    
                      Pseudomonas
                    
                    populations for centuries. Wild plant-pathogenic
                    
                      Pseudomonas
                    
                    compete using tailocins—phage-derived molecular weapons that bind to specific cell-surface receptors. Genomic surveys and functional assays reveal that the most broadly lethal tailocins remain rare—while the tailocin’s production increases competitive killing, it also compromises plant colonization. We determine that the polymorphisms behind this trade-off are not transient—historical genomes spanning two centuries show that the trade-off has been maintained for at least 10
                    5
                    to 10
                    6
                    generations. Our results demonstrate that, in natural populations, a trade-off between competition and pathogenicity is fundamental and not easily overcome.",crossref,,几个世纪以来持续的权衡平衡了竞争和殖民,"微生物竞争推动了快速适应，常常迫使生物体专门从事新的生态位。提高竞争能力的适应可能会降低其他环境中的绩效，从而产生权衡。这种权衡是否在自然界中持续存在——或者随着谱系通过补偿性变化而适应而被侵蚀——仍然很大程度上未知。在这里，我们表明，竞争能力和宿主定殖之间的权衡在自然环境中得到了稳定维持。
                    
                      假单胞菌属
                    
                    几个世纪以来的人口。野生植物致病
                    
                      假单胞菌属
                    
                    使用tailocins（噬菌体衍生的分子武器，与特定细胞表面受体结合）进行竞争。基因组调查和功能分析表明，最广泛致命的尾素仍然很少见——虽然尾素的产生增加了竞争性杀伤，但它也损害了植物的定植。我们确定这种权衡背后的多态性并不是暂时的——跨越两个世纪的历史基因组表明，这种权衡已经维持了至少 10 年。
                    5
                    至 10
                    6
                    几代人。我们的结果表明，在自然群体中，竞争和致病性之间的权衡是根本性的，并且不容易克服。",,6aadf2238d4b81af
Layerwise stratification and band reordering in twisted multilayer MoTe2,https://www.pnas.org/doi/abs/10.1073/pnas.2532550123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2532550123,Ting Cao,,"We introduce a physics-informed training-data generation strategy that efficiently captures the complete interlayer interactions in multilayer moiré systems, enabling a machine-learning force field transferable across layer numbers and stacking configurations, beyond twist angles. Applying this to multilayer twisted MoTe
                    2
                    (tMoTe
                    2
                    ), we identify a structural and electronic stratification: The two moiré interface (MI) layers retain substantial lattice reconstruction even in thick multilayers, while outer bulk-like layers show rapidly attenuated distortions. Surprisingly, this stratification becomes strongest not in the ultrasmall twist angle regime (≲1
                    °
                    ), where in-plane domain formation is well known, but rather at intermediate angles (2 to 5
                    °
                    ). Simultaneously, interlayer hybridization across the MI–bulk boundary is strongly suppressed, leading to electronic isolation. In twisted double bilayer MoTe
                    2
                    , this stratification gives rise to coexisting honeycomb and triangular lattice motifs in the frontier valence bands. We further demonstrate that twist angle and weak gating can create energy shift of bands belonging to the two motifs, producing Chern band reordering and nonlinear electric polarization with modest hole doping. Our approach allows efficient simulation of multilayer moiré systems and reveals structural–electronic separation phenomena absent in bilayer systems.",crossref,,扭曲多层 MoTe2 中的层状分层和能带重新排序,"我们引入了一种基于物理的训练数据生成策略，该策略可以有效地捕获多层莫尔系统中完整的层间相互作用，从而使机器学习力场能够跨层数和堆叠配置转移，超越扭曲角度。将此应用于多层扭曲 MoTe
                    2
                    (tMoTe
                    2
                    ），我们确定了结构和电子分层：即使在厚多层中，两个莫尔界面（MI）层也保留了大量的晶格重建，而外部块状层显示出快速衰减的扭曲。令人惊讶的是，这种分层在超小扭转角状态下变得最强（≲1
                    °
                    ），其中面内域的形成是众所周知的，但在中间角度（2 到 5
                    °
                    ）。同时，跨 MI-体边界的层间杂化被强烈抑制，导致电子隔离。扭曲双双层MoTe
                    2
                    ，这种分层在前沿价带中产生了共存的蜂窝状和三角形晶格图案。我们进一步证明，扭转角和弱门控可以产生属于两个基序的能带的能量转移，产生陈能带重排序和具有适度空穴掺杂的非线性电极化。我们的方法可以有效模拟多层莫尔系统，并揭示双层系统中不存在的结构-电子分离现象。",,d17cb914d00b98f2
Mating-dependent lifespan cost of sterol depletion in male Drosophila melanogaster,https://www.pnas.org/doi/abs/10.1073/pnas.2533735123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2533735123,Stuart Wigby,,"Trade-offs between lifespan and reproduction are a central theme in evolution and ecology, often attributed to physiological constraints on the allocation of limiting resources. However, recent work suggests such trade-offs may depend on macro- and micronutritional context. We examined how macronutrient balance and cholesterol availability shape lifespan and reproductive performance in male
                    
                      Drosophila melanogaster
                    
                    , explicitly testing both unmated males and those permitted to mate freely throughout life—a design rarely applied. We found that cholesterol deprivation substantially reduced lifespan, but only in frequently mating males, indicating that sterols play a key role in mediating the lifespan costs of mating, consistent with their known role in sperm and seminal fluid. Conversely, the inclusion of dietary cholesterol reduced lifespan in unmated males maintained on low protein-to-carbohydrate diets, suggesting that male reproductive investment is sufficiently high to generate sterol-dependent costs to the soma. Lifespan was maximized at higher protein-to-carbohydrate ratios than previously estimated, while reproductive performance in aged males was favored by carbohydrate-biased diets, demonstrating a nutritional trade-off. Males preferentially consumed macronutrient ratios that promoted reproductive success rather than longevity and discriminated the presence of cholesterol in food. Together, these findings reveal sterols as a key mediator of male longevity, with effects that depend critically on both diet and reproductive context. More broadly, by integrating sterols, macronutrient balance, and sustained reproductive investment, our study adds to the growing evidence that male reproductive costs can be substantial and refines our understanding of the evolutionary basis of dietary trade-offs.",crossref,,雄性果蝇甾醇消耗的交配依赖性寿命成本,"寿命和繁殖之间的权衡是进化论和生态学的中心主题，通常归因于有限资源分配的生理限制。然而，最近的研究表明，这种权衡可能取决于宏观和微观营养背景。我们研究了宏量营养素平衡和胆固醇可用性如何影响男性的寿命和生殖能力
                    
                      黑腹果蝇
                    
                    ，明确测试未交配的雄性和那些允许终生自由交配的雄性——这种设计很少采用。我们发现，胆固醇剥夺大大缩短了寿命，但仅限于频繁交配的雄性，这表明甾醇在调节交配寿命成本方面发挥着关键作用，这与它们在精子和精液中的已知作用一致。相反，饮食中含有胆固醇会缩短维持低蛋白质碳水化合物饮食的未交配雄性的寿命，这表明雄性生殖投资足够高，足以对体细胞产生甾醇依赖性成本。当蛋白质与碳水化合物的比例高于之前的估计时，寿命最大化，而以碳水化合物为主的饮食有利于老年男性的繁殖性能，这证明了营养权衡。男性优先消耗促进繁殖成功而不是长寿的常量营养素比例，并区分食物中胆固醇的存在。总之，这些发现揭示了甾醇是男性长寿的关键介质，其作用取决于cri",,49f96c6863b76d76
Social cues drive the evolution of plastic pathogen virulence in spatially and temporally variable environments,https://www.pnas.org/doi/abs/10.1073/pnas.2526952123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2526952123,Sylvain Gandon,,"Host–pathogen interactions are often characterized by spatial and temporal fluctuations in host density. Such variability may promote the evolution of phenotypic plasticity in pathogen virulence. However, it remains unclear how pathogens can reliably detect changes in host density. Here we show that some pathogens may exploit social cues, such as the presence of infected hosts, to gain indirect information about transmission opportunities when the density of susceptible hosts fluctuates. Our analysis demonstrates that virulence plasticity does not evolve in constant environments, but temporal and spatial variability can promote the evolution of reduced virulence in pathogens capable of detecting infected hosts. Selection for plasticity arises from the covariance between social cues and the availability of susceptible hosts. We compare the effects of temporal variation and spatial structure on the evolution of plasticity and clarify the ecological conditions under which communication systems based on social cues can emerge among viruses and other microbes. More broadly, this work provides a theoretical framework for understanding the adaptive value of plastic life-history strategies in pathogens facing variable environments.",crossref,,社会线索推动塑料病原体毒力在时空变化的环境中进化,宿主与病原体的相互作用通常以宿主密度的空间和时间波动为特征。这种变异性可能促进病原体毒力表型可塑性的进化。然而，目前尚不清楚病原体如何可靠地检测宿主密度的变化。在这里，我们表明，当易感宿主的密度波动时，一些病原体可能会利用社会线索（例如受感染宿主的存在）来获取有关传播机会的间接信息。我们的分析表明，毒力可塑性不会在恒定的环境中进化，但时间和空间的变化可以促进能够检测感染宿主的病原体毒力降低的进化。可塑性的选择源于社会线索和易感宿主的可用性之间的协方差。我们比较了时间变化和空间结构对可塑性进化的影响，并阐明了病毒和其他微生物之间出现基于社会线索的通信系统的生态条件。更广泛地说，这项工作为理解面对可变环境的病原体的塑料生活史策略的适应性价值提供了一个理论框架。,,7e88f657edc4ef91
Positive allosteric modulator selective for adult muscle nicotinic acetylcholine receptor,https://www.pnas.org/doi/abs/10.1073/pnas.2504146123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2504146123,Yin Y. Dong,,"The muscle nicotinic acetylcholine receptor (AChR) is the key mediator of neuromuscular signal transmission and is essential for all voluntary movement in our body. In this study, we present DC-98-LC74, a positive allosteric modulator (PAM) for the adult skeletal muscle-type AChR. Through using Ca
                    2+
                    fluorometric imaging plate reader (FLIPR) assays, we demonstrate that it is selective for the adult skeletal muscle AChR over neuronal subtypes. Neurophysiological recordings from ex vivo mouse diaphragm preparations revealed that DC-98-LC74 elongates the endplate currents of wildtype (WT) adult but not fetal channel containing diaphragms. Single channel studies on chimeric channels of the adult and fetal receptor, and in saturating concentrations of choline, suggest that the PAM does not bind at either orthosteric site, but works by increasing the unliganded open probability via a mechanism that involves the ε M2-M3 loop. We also show that DC-98-LC74 increases the burst duration of multiple fast channel mutant AChR to WT levels, suggesting that positive allosteric modulation could be a therapeutic strategy for this difficult to treat subtype of congenital myasthenia. Promising preliminary data on aged sarcopenic mice also demonstrate that positive allosteric modulation of the muscle type AChR has potential benefits not only in myasthenia but also other neuromuscular disorders involving the neuromuscular junction.",crossref,,对成人肌肉烟碱乙酰胆碱受体选择性的正变构调节剂,"肌肉烟碱乙酰胆碱受体 (AChR) 是神经肌肉信号传输的关键介质，对于我们体内的所有自主运动至关重要。在这项研究中，我们提出了 DC-98-LC74，一种成人骨骼肌型 AChR 的正变构调节剂 (PAM)。通过使用钙
                    2+
                    通过荧光成像板读数器 (FLIPR) 检测，我们证明它对成人骨骼肌 AChR 的选择性高于对神经元亚型的选择性。离体小鼠隔膜制剂的神经生理学记录显示，DC-98-LC74 延长了野生型 (WT) 成年小鼠的终板电流，但不延长含有隔膜的胎儿通道。对成人和胎儿受体嵌合通道以及胆碱饱和浓度的单通道研究表明，PAM 不在任一正构位点结合，而是通过涉及 ε M2-M3 环的机制增加未配体开放概率。我们还表明，DC-98-LC74 将多个快速通道突变体 AChR 的突发持续时间延长至 WT 水平，这表明正向变构调节可能是这种难以治疗的先天性肌无力亚型的治疗策略。关于老年肌少症小鼠的有希望的初步数据也表明，肌肉类型 AChR 的正向变构调节不仅对肌无力而且对涉及神经肌肉接头的其他神经肌肉疾病具有潜在的益处。",,48c20c185e5234b8
In This Issue,https://www.pnas.org/doi/abs/10.1073/iti2226123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/iti2226123,,,,,,本期,,,dfab6d9f2fde79de
Subsarcomeric regulation of thin and thick filaments in skeletal muscle myofibrils,https://www.pnas.org/doi/abs/10.1073/pnas.2535527123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2535527123,Luca Fusi,,"Muscle contraction relies on the coordinated activation of myosin motors from a folded-OFF state on the thick filament surface and their actin tracks on the thin filaments in response to calcium. Thick filaments contain distinct regulatory zones defined by the presence of myosin-binding protein C (MyBP-C) and titin super-repeats, but the control of myosin OFF/ON states within these zones has not been directly resolved. Here, we do so by fluorescence polarization microscopy (FPM) in myofibrils isolated from rabbit fast skeletal muscle. Using orientation-specific probes on myosin we show that folded-OFF motors are enriched in the MyBP-C–containing C zone in relaxed myofibrils, indicating that MyBP-C stabilizes the myosin OFF state in this filament domain. Under titin-based passive tension or partial calcium activation, active motors are enriched in the D zone at the filament tips, which lacks MyBP-C, suggesting that D-zone motors are activated at lower filament stress. Troponin probes further reveal that myosin enhances thin-filament activation in the region of filament overlap and drives the stress-dependent activation of the thin filament into adjacent nonoverlap regions. These findings uncover zone-specific control of myofilament activation within the sarcomere and establish FPM as a powerful tool for investigating disease-linked myofilament protein variants and therapeutic modulation.",crossref,,骨骼肌肌原纤维细丝和粗丝的肌节下调节,肌肉收缩依赖于粗肌丝表面折叠状态下的肌球蛋白马达的协调激活，以及它们响应钙而在细肌丝上轨迹的肌动蛋白。粗丝包含由肌球蛋白结合蛋白 C (MyBP-C) 和肌联蛋白超级重复的存在定义的不同调节区域，但这些区域内肌球蛋白关闭/开启状态的控制尚未直接解决。在这里，我们通过荧光偏振显微镜（FPM）对从兔快骨骼肌中分离出的肌原纤维进行了研究。使用肌球蛋白上的定向特异性探针，我们发现折叠关闭马达在松弛的肌原纤维中含有 MyBP-C 的 C 区中富集，表明 MyBP-C 稳定了该细丝结构域中的肌球蛋白关闭状态。在基于肌动蛋白的被动张力或部分钙激活下，主动马达在丝尖端的 D 区富集，而该区域缺乏 MyBP-C，这表明 D 区马达在较低的丝应力下被激活。肌钙蛋白探针进一步揭示，肌球蛋白增强细丝重叠区域的细丝激活，并驱动细丝的应激依赖性激活进入邻近的非重叠区域。这些发现揭示了肌节内肌丝激活的区域特异性控制，并将 FPM 确立为研究与疾病相关的肌丝蛋白变异和治疗调节的强大工具。,,3c091dadb6af2522
"Terephthalate, a plastic monomer, triggers phosphate metabolism rewiring in yeast",https://www.pnas.org/doi/abs/10.1073/pnas.2537088123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2537088123,Eugene Fletcher,,"Plastic pollution poses an escalating global threat, demanding biological strategies capable of transforming waste into valuable products. Polyethylene terephthalate (PET) can be hydrolyzed into its monomers, including terephthalate, but microbial valorization of these monomers is constrained by their intrinsic toxicity. Here, we define the cellular basis of terephthalate toxicity in
                    
                      Saccharomyces cerevisiae
                    
                    by integrating genome-wide chemogenomic profiling, transcriptome, and physiological analyses. We identified an association of phosphate-dependent enzymes involved in threonine biosynthesis and glucose metabolism with yeast survival in terephthalate. Our data demonstrate that terephthalate reprograms phosphate metabolism, triggering a noncanonical activation of the phosphate regulon. This response is characterized by strong induction of the high-affinity Na
                    +
                    /phosphate symporter
                    PHO89
                    and simultaneous repression of Pho4-dependent acid phosphatases. This rewiring elevates phosphate uptake 2.21 ± 0.14-fold, consistent with increased intracellular phosphate availability that supports phosphorylation-dependent control of glucose metabolism. Genetic perturbation experiments showed that
                    PHO89
                    overexpression in a
                    pho4Δ
                    background enhanced yeast tolerance to 0.3 M terephthalate in a context-specific manner and that this pathway is specific to terephthalate toxicity under the conditions tested. Together, these findings reveal previously unexplored biological basis of terephthalate toxicity, showing that it alters phosphate signaling and the phosphorylation networks that depend on it. This mechanistic insight provides a foundation for engineering industrial yeast strains capable of converting hydrolyzed PET into value-added chemicals, and for enabling sustainable biosynthesis of terephthalate from renewable feedstocks.",crossref,,对苯二甲酸酯，一种塑料单体，触发酵母中磷酸盐代谢的重新布线,"塑料污染构成了不断升级的全球威胁，需要能够将废物转化为有价值产品的生物策略。聚对苯二甲酸乙二醇酯 (PET) 可水解成单体，包括对苯二甲酸酯，但这些单体的微生物增值受到其固有毒性的限制。在这里，我们定义了对苯二甲酸酯毒性的细胞基础
                    
                      酿酒酵母
                    
                    通过整合全基因组化学基因组分析、转录组和生理分析。我们确定了参与苏氨酸生物合成和葡萄糖代谢的磷酸盐依赖性酶与对苯二甲酸盐中酵母存活的关联。我们的数据表明，对苯二甲酸盐会重新编程磷酸盐代谢，引发磷酸盐调节子的非典型激活。该反应的特点是高亲和力 Na 的强烈诱导
                    +
                    /磷酸盐转运蛋白
                    PH089
                    并同时抑制 Pho4 依赖性酸性磷酸酶。这种重新布线将磷酸盐的摄取提高了 2.21 ± 0.14 倍，这与细胞内磷酸盐可用性的增加一致，支持磷酸化依赖性的葡萄糖代谢控制。遗传扰动实验表明
                    PH089
                    过度表达
                    ph4Δ
                    背景以特定的方式增强了酵母对 0.3 M 对苯二甲酸盐的耐受性，并且该途径是特定的",,a426a445946a0598
Mean field game model of the impact of reductions in support on faculty research activity,https://www.pnas.org/doi/abs/10.1073/pnas.2538029123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2538029123,Robert A. Brown,,"Every research university has a distribution of faculty research activity that is fueled by the external support from government, industry, and philanthropy. The large decreases in federal support proposed in 2025 by the Administration would dramatically alter the distribution of faculty research activity. Mean field game (MFG) theory is used to model federal support of faculty research assuming that each researcher seeks to maximize their funding according to a specified utility function. Modeling the collection of researchers as a continuum with individual researchers only influenced by the distribution of others—referred to as the mean field—predicts ergodic distributions that represent a Nash equilibrium. Results representing the funding for faculty in colleges of engineering demonstrate that a decrease in overall federal support of the magnitude proposed by the Administration could lead to over half the faculty inadequately funded to support research. The results have important implications to the university research environment and to their strategies for maintaining the vibrancy of their programs.",crossref,,减少支持对教师研究活动影响的平均场博弈模型,每所研究型大学都有一定的教师研究活动分布，这些活动得到政府、工业界和慈善机构的外部支持。政府提议在 2025 年大幅减少联邦支持，这将极大地改变教师研究活动的分布。平均场博弈 (MFG) 理论用于模拟联邦对教师研究的支持，假设每个研究人员都寻求根据指定的效用函数最大化其资金。将研究人员集合建模为一个连续体，其中个别研究人员仅受其他人的分布（称为平均场）的影响，可以预测代表纳什均衡的遍历分布。工程学院教师经费的结果表明，政府提议的联邦总体支持减少可能会导致一半以上的教师没有足够的资金来支持研究。研究结果对大学研究环境及其保持项目活力的策略具有重要意义。,,e2542836557c325e
Aerobic soil bacteria adapt to hypoxia by hybridizing fermentation with carbon storage,https://www.pnas.org/doi/abs/10.1073/pnas.2606389123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2606389123,Chris Greening,,"In soil ecosystems, aerobic bacteria survive oxygen deprivation (hypoxia) by entering nonreplicative persistent states. In contrast to the well-studied metabolism of obligate and facultative anaerobes, little is known about how obligately aerobic bacteria adapt their metabolism to stay viable during hypoxia. The model obligate aerobe
                    Mycobacterium smegmatis
                    maintains redox homeostasis during hypoxia by mediating fermentative hydrogen production. However, the fate of organic carbon during fermentation is unresolved. Here we systematically profiled the metabolism of
                    M. smegmatis
                    during aerobic growth, hypoxic persistence, and the transition between these states. By integrating a differentially
                    13
                    C-labeled glucose isotopologue assay with paired metabolomics and proteomics, we observed
                    M. smegmatis
                    rerouted central carbon metabolism through the pentose phosphate pathway and/or Entner–Doudoroff pathways during hypoxia, while excreting high levels of hydrogen and acetate. Lipid and cryoelectron tomography analyses suggest
                    M. smegmatis
                    also stores carbon as glycerides in lipid droplets during hypoxia, which serve as a major reductant sink. Gene knockouts and knockdowns revealed that, while
                    M. smegmatis
                    depends on its hydrogen-producing hydrogenase for hypoxic survival, it can compensate for the disruption of acetate production and glyceride synthesis by producing and excreting other organic acids. We confirmed through an extensive genomic survey and biogeochemical measurements that diverse aerobic soil bacteria can store organic carbon and mediate fermentation during hypoxia. Altogether, this hybrid fermentative metabolism likely provides a competitive advantage in soils and other resource-variable environments by enabling bacteria, such as
                    M. smegmatis
                    , to simultaneously dispose excess reductant and maintain carbon stores during hypoxia.",crossref,,好氧土壤细菌通过发酵与碳储存杂交来适应缺氧,"在土壤生态系统中，需氧细菌通过进入非复制持久状态来生存缺氧（缺氧）。与专性和兼性厌氧菌的代谢的充分研究相反，人们对专性需氧细菌如何调整其代谢以在缺氧期间保持活力知之甚少。专性需氧菌模型
                    耻垢分枝杆菌
                    通过介导发酵产氢来维持缺氧期间的氧化还原稳态。然而，发酵过程中有机碳的去向尚未解决。在这里，我们系统地描述了新陈代谢
                    耻垢分枝杆菌
                    在有氧生长、缺氧持续以及这些状态之间的过渡期间。通过微分积分
                    13
                    我们观察到，通过配对代谢组学和蛋白质组学进行 C 标记葡萄糖同位素体测定
                    耻垢分枝杆菌
                    在缺氧期间通过磷酸戊糖途径和/或恩特纳-杜多罗夫途径改变中心碳代谢，同时排出高水平的氢和乙酸。脂质和冷冻电子断层扫描分析表明
                    耻垢分枝杆菌
                    在缺氧期间还将碳以甘油酯的形式储存在脂滴中，作为主要的还原剂库。基因敲除和基因敲除表明，虽然
                    耻垢分枝杆菌
                    依靠其产氢氢化酶来缺氧生存，它可以补偿乙酸盐生产和甘油酯合成的破坏",,583828b4a4ddca5e
Self-activation by a C-terminal domain arginine finger regulates GTP hydrolysis in bacterial zinc metallochaperones,https://www.pnas.org/doi/abs/10.1073/pnas.2608072123?mi=eymic2&af=R&access=on&content=articlesChapters&publication=pnas&sortBy=Earliest&target=default,,Proceedings of the National Academy of Sciences: Keyword search for query,2026-06-02 07:00:00+00:00,10.1073/pnas.2608072123,David P. Giedroc,,"The cellular response to transition metal scarcity is multifaceted and complex. Members of the Cluster of Orthologous Groups 0523 (COG0523) superfamily are proposed to chaperone a bound metal to activate an apoenzyme client and are thus candidate metallochaperones. COG0523 enzymes are GTPases that harbor a conserved Ras-like guanosine-5‘-triphosphate (GTP)-binding and hydrolysis domain (G-domain) and a C-terminal domain (CTD) of unknown function connected by a flexible linker. AlphaFold3 modeling posits an “open” GTPase-inactive and “closed” GTPase-active conformation where the GTP and switch 1 (G2) loop are buried at the interface of the two domains. We show here that the CTD functions as a GTP-hydrolysis activation protein (GAP) domain that stimulates GTP hydrolysis by the tethered G-domain. This “self-activation” requires an invariant RxK sequence in the β2-strand of the CTD in two distantly related bacterial COG0523s from
                    
                      Acinetobacter
                      baumannii
                    
                    , ZigA and MigC. Thermodynamic and kinetic studies reveal that the Arg is analogous to the arginine finger motif of a Ras-cognate GAP, while the Lys residue appears to play a catalytic role in GTP hydrolysis. Cognate CTD added
                    in trans
                    to full-length RxK mutant ZigA or MigC rescues Zn(II)-activated GTPase activity whereas the noncognate CTD shows no rescue. The linker in
                    Ab
                    ZigA appears to gate Zn(II)-stimulated GTP hydrolysis. Solution NMR studies of RxK
                    Ab
                    MigC reveal that the two domains tumble independently of one another in the absence of bound ligands, with cognate CTD added
                    in trans
                    forming a tight complex. The extent to which conformational switching characterizes eukaryotic COG0523s is discussed.",crossref,,C 端结构域精氨酸指的自激活调节细菌锌金属伴侣中的 GTP 水解,"细胞对过渡金属稀缺的反应是多方面且复杂的。直系同源群簇 0523 (COG0523) 超家族的成员被提议陪伴结合的金属以激活脱辅基酶客户，因此是候选金属伴侣。 COG0523 酶是 GTP 酶，具有保守的 Ras 样鸟苷 5'-三磷酸 (GTP) 结合和水解结构域（G 结构域）以及通过柔性接头连接的功能未知的 C 末端结构域 (CTD)。 AlphaFold3 模型假定“开放”GTP 酶无活性和“闭合”GTP 酶活性构象，其中 GTP 和开关 1 (G2) 环埋藏在两个结构域的界面处。我们在这里展示了 CTD 作为 GTP 水解激活蛋白 (GAP) 结构域发挥作用，通过束缚的 G 结构域刺激 GTP 水解。这种“自我激活”需要来自两个远亲细菌 COG0523 的 CTD β2 链中有一个不变的 RxK 序列。
                    
                      不动杆菌属
                      鲍曼不动杆菌
                    
                    、ZigA 和 MigC。热力学和动力学研究表明，Arg 类似于 Ras 关联 GAP 的精氨酸指基序，而 Lys 残基似乎在 GTP 水解中发挥催化作用。添加了同源 CTD
                    反式
                    全长 RxK 突变体 ZigA 或 MigC 可以挽救 Zn(II) 激活的 GTPase 活性，而非同源 CTD 则没有表现出挽救作用。链接器在
                    抗体
                    ZigA 似乎可以控制 Zn(II) 刺激的 GTP 水解。溶液核磁共振研究",,a6012f9e5b5b8e6e
